,player_name,age,player_height,player_weight,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,salary_cap,africa,asia,australia_oceania,europe,north_america,south_america,ATL,BKN,BOS,CHA,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHX,POR,SAC,SAS,TOR,UTA,WAS,experience,salary
4616,Jonas Jerebko,29.0,208.28,104.779752,2,39,78,4.4,3.7,0.8,2.9,0.07,0.1989999999999999,0.136,0.531,0.078,2016,85323721,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5000000.0
4617,Jonas Valanciunas,24.0,213.36,115.66596,1,5,60,12.8,9.1,0.7,3.0,0.142,0.273,0.207,0.61,0.045,2016,85323721,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,4660482.0
4618,Jordan Adams,21.0,195.58,94.800728,1,22,2,3.5,1.0,1.5,5.3,0.0,0.182,0.286,0.427,0.273,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1404600.0
4619,Jordan Clarkson,24.0,195.58,87.996848,2,46,79,15.5,4.0,2.4,-13.1,0.037,0.096,0.228,0.516,0.139,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,845059.0
4620,Jordan Farmar,29.0,187.96,81.64656,1,26,12,9.2,2.1,3.1,-13.6,0.0139999999999999,0.0969999999999999,0.182,0.527,0.198,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,191456.0
4621,Joel Anthony,33.0,205.74,111.13004,3,61,19,0.9,1.1,0.1,-7.0,0.093,0.151,0.074,0.6659999999999999,0.02,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2500000.0
4622,Devyn Marble,23.0,198.12,90.7184,2,56,28,2.1,1.4,0.4,-4.2,0.023,0.134,0.155,0.368,0.072,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,845059.0
4623,Jeff Withey,26.0,213.36,104.779752,2,39,51,4.3,3.4,0.4,4.4,0.102,0.209,0.153,0.5770000000000001,0.051,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,947276.0
4624,Jeff Green,29.0,205.74,106.59412,1,5,80,11.7,4.2,1.7,-0.1,0.038,0.132,0.207,0.51,0.102,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9200000.0
4625,JaVale McGee,28.0,213.36,122.46984,1,18,34,5.1,3.9,0.1,-6.6,0.148,0.231,0.212,0.574,0.015,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1270964.0
4626,Jabari Parker,21.0,203.2,113.398,1,2,76,14.1,5.2,1.7,-3.4,0.059,0.127,0.208,0.535,0.086,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5152440.0
4627,Jae Crowder,25.0,198.12,106.59412,2,34,73,14.2,5.1,1.8,4.5,0.031,0.141,0.184,0.565,0.087,2016,85323721,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6000000.0
4628,Jahlil Okafor,20.0,210.82,124.7378,1,3,53,17.5,7.0,1.2,-16.6,0.084,0.178,0.278,0.536,0.088,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4582680.0
4629,Jamal Crawford,36.0,195.58,88.45044,1,8,79,14.2,1.8,2.3,2.3,0.01,0.066,0.246,0.529,0.145,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5675000.0
4630,Jameer Nelson,34.0,182.88,86.18248,1,20,39,7.7,2.9,4.9,-7.0,0.019,0.109,0.166,0.4639999999999999,0.287,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4500000.0
4631,James Anderson,27.0,198.12,96.615096,1,20,51,3.5,1.7,0.8,-3.2,0.019,0.104,0.1369999999999999,0.469,0.078,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1015421.0
4633,James Harden,26.0,195.58,99.79024,1,3,82,29.0,6.1,7.5,1.2,0.022,0.157,0.325,0.598,0.354,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15756438.0
4634,James Johnson,29.0,205.74,113.398,1,16,57,5.0,2.2,1.2,-0.6,0.035,0.121,0.16,0.532,0.113,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,2500000.0
4635,Jeff Teague,28.0,187.96,84.368112,1,19,79,15.7,2.7,5.9,1.5,0.016,0.083,0.263,0.551,0.341,2016,85323721,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8000000.0
4636,James Jones,35.0,203.2,98.883056,2,49,48,3.7,1.0,0.3,-4.8,0.018,0.099,0.163,0.58,0.054,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1499000.0
4637,James Young,20.0,198.12,97.52228,1,17,29,1.0,0.9,0.3,-6.1,0.021,0.129,0.095,0.384,0.063,2016,85323721,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1749840.0
4639,Jared Dudley,30.0,200.66,102.0582,1,22,81,7.9,3.5,2.1,1.1,0.0289999999999999,0.128,0.129,0.602,0.1119999999999999,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4250000.0
4640,Jared Sullinger,24.0,205.74,117.93392,1,21,81,10.3,8.3,2.3,4.3,0.106,0.271,0.218,0.476,0.148,2016,85323721,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2269260.0
4641,Jarell Eddie,24.0,200.66,98.883056,3,61,26,2.4,0.9,0.2,-10.9,0.013,0.15,0.201,0.46,0.0579999999999999,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,561716.0
4642,Jarell Martin,22.0,208.28,108.408488,1,25,27,5.7,3.2,0.6,-5.8,0.1,0.15,0.182,0.534,0.065,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1230840.0
4644,Jarrett Jack,32.0,190.5,90.7184,1,22,32,12.8,4.3,7.4,-5.8,0.009,0.138,0.213,0.505,0.34,2016,85323721,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6300000.0
4645,Jason Smith,30.0,213.36,108.86208,1,20,76,7.2,2.9,0.8,-1.9,0.051,0.163,0.2239999999999999,0.513,0.087,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,4300000.0
4646,Jason Terry,38.0,187.96,83.91452,1,10,72,5.9,1.1,1.4,-0.3,0.012,0.0579999999999999,0.15,0.54,0.125,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1499187.0
4647,Jason Thompson,29.0,210.82,113.398,1,12,47,3.1,2.9,0.6,1.2,0.075,0.2339999999999999,0.14,0.5579999999999999,0.094,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,328955.0
4648,Jeff Ayres,29.0,205.74,113.398,2,31,17,1.8,1.3,0.3,-18.2,0.042,0.17,0.142,0.585,0.078,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,317232.0
4649,James Michael McAdoo,23.0,205.74,108.86208,3,61,41,2.9,1.4,0.4,-15.9,0.12,0.131,0.201,0.5539999999999999,0.11,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,845059.0
4650,Jordan Hamilton,25.0,200.66,99.79024,1,26,11,11.4,5.6,2.3,-11.2,0.043,0.1939999999999999,0.208,0.499,0.128,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,119462.0
4651,Devin Harris,33.0,190.5,83.91452,1,5,64,7.6,2.2,1.8,-1.6,0.015,0.102,0.175,0.5589999999999999,0.149,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4053000.0
4652,Derrick Rose,27.0,190.5,86.18248,1,1,66,16.4,3.4,4.7,-4.2,0.023,0.086,0.27,0.479,0.25,2016,85323721,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20093063.0
4653,Anthony Morrow,30.0,195.58,95.25432,3,61,68,5.6,0.9,0.4,4.0,0.013,0.06,0.171,0.5429999999999999,0.037,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,3344000.0
4654,Anthony Tolliver,31.0,203.2,108.86208,3,61,72,5.3,3.2,0.7,-0.7,0.03,0.159,0.126,0.5429999999999999,0.0579999999999999,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3000000.0
4655,Archie Goodwin,21.0,195.58,90.7184,1,29,57,8.9,2.5,2.1,-11.0,0.026,0.114,0.231,0.498,0.174,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1160160.0
4656,Aron Baynes,29.0,208.28,117.93392,3,61,81,6.3,4.7,0.6,-4.7,0.122,0.223,0.187,0.563,0.07,2016,85323721,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6500000.0
4657,Arron Afflalo,30.0,195.58,95.25432,1,27,71,12.8,3.7,2.0,-3.2,0.011,0.109,0.181,0.531,0.0969999999999999,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,8000000.0
4658,Austin Rivers,23.0,193.04,90.7184,1,10,67,8.9,1.9,1.5,-2.1,0.016,0.08,0.195,0.523,0.1159999999999999,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3100000.0
4659,Avery Bradley,25.0,187.96,81.64656,1,19,76,15.2,2.9,2.1,4.2,0.02,0.073,0.2,0.5379999999999999,0.095,2016,85323721,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7730337.0
4660,Axel Toupane,23.0,200.66,95.25432,3,61,21,3.6,1.5,0.7,-2.1,0.032,0.087,0.125,0.49,0.068,2016,85323721,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123552.0
4661,Ben McLemore,23.0,195.58,88.45044,1,7,68,7.8,2.2,1.2,-0.6,0.026,0.083,0.174,0.531,0.076,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3156600.0
4663,Bismack Biyombo,23.0,205.74,111.13004,1,7,82,5.5,8.0,0.4,3.8,0.115,0.281,0.1169999999999999,0.586,0.025,2016,85323721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3000000.0
4664,Blake Griffin,27.0,208.28,113.851592,1,1,35,21.4,8.4,4.9,7.9,0.048,0.221,0.292,0.544,0.258,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18907725.0
4665,Boban Marjanovic,27.0,220.98,131.54168,3,61,54,5.5,3.6,0.4,6.6,0.166,0.275,0.2289999999999999,0.662,0.072,2016,85323721,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1200000.0
4666,Bobby Portis,21.0,210.82,104.32616,1,22,62,7.0,5.4,0.8,-7.9,0.114,0.21,0.207,0.469,0.076,2016,85323721,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1391160.0
4667,Bojan Bogdanovic,27.0,203.2,97.975872,2,31,79,11.2,3.2,1.3,-8.8,0.019,0.118,0.1939999999999999,0.55,0.073,2016,85323721,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3425510.0
4668,Boris Diaw,34.0,203.2,113.398,1,21,76,6.4,3.1,2.3,10.8,0.049,0.139,0.168,0.5820000000000001,0.182,2016,85323721,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,7000000.0
4669,Bradley Beal,23.0,195.58,93.893544,1,3,55,17.4,3.4,2.9,-1.6,0.027,0.099,0.25,0.547,0.153,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5694674.0
4670,Brandan Wright,28.0,208.28,95.25432,1,8,12,6.9,3.6,0.5,-13.1,0.073,0.148,0.156,0.6629999999999999,0.05,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5500000.0
4671,Branden Dawson,23.0,198.12,102.0582,2,56,6,0.8,0.7,0.0,-24.6,0.111,0.067,0.092,0.46,0.0,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,525093.0
4672,Brandon Bass,31.0,203.2,113.398,2,33,66,7.2,4.3,1.1,-2.6,0.085,0.153,0.138,0.619,0.088,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3000000.0
4673,Brandon Jennings,26.0,185.42,76.657048,1,10,48,6.9,2.0,3.5,0.4,0.02,0.103,0.198,0.491,0.298,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,8344497.0
4674,Brandon Knight,24.0,190.5,85.728888,1,8,52,19.6,3.9,5.1,-6.8,0.021,0.099,0.263,0.522,0.2339999999999999,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,12000000.0
4675,Brandon Rush,30.0,198.12,99.79024,1,13,72,4.2,2.5,0.8,0.2,0.023,0.154,0.128,0.56,0.072,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1270964.0
4676,Brian Roberts,30.0,185.42,78.471416,3,61,51,4.0,0.8,1.1,-6.2,0.013,0.086,0.196,0.552,0.205,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2854940.0
4677,Briante Weber,23.0,187.96,74.84268,3,61,7,4.4,3.6,3.0,-22.5,0.04,0.127,0.118,0.38,0.175,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12355.0
4678,Anthony Davis,23.0,208.28,114.758776,1,1,61,24.3,10.3,1.9,-4.7,0.064,0.262,0.296,0.5589999999999999,0.1,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,7070730.0
4679,Anthony Brown,23.0,200.66,95.25432,2,34,29,4.0,2.4,0.7,-4.3,0.015,0.1159999999999999,0.11,0.427,0.048,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,700000.0
4680,Anthony Bennett,23.0,203.2,111.13004,1,1,19,1.5,1.2,0.0,-12.5,0.064,0.293,0.181,0.446,0.0,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,947276.0
4681,Andrew Wiggins,21.0,203.2,90.264808,1,1,81,20.7,3.6,2.0,-1.0,0.043,0.074,0.2689999999999999,0.5429999999999999,0.098,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5758680.0
4682,Aaron Brooks,31.0,182.88,73.028312,1,26,69,7.1,1.5,2.6,-1.4,0.02,0.078,0.231,0.494,0.265,2016,85323721,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2000000.0
4683,Aaron Gordon,20.0,205.74,99.79024,1,4,78,9.2,6.5,1.6,-1.3,0.089,0.21,0.171,0.541,0.103,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4171680.0
4684,Aaron Harrison,21.0,198.12,95.25432,3,61,21,0.9,0.7,0.1,2.2,0.047,0.133,0.138,0.371,0.033,2016,85323721,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525093.0
4685,Adreian Payne,25.0,208.28,107.501304,1,15,52,2.5,2.1,0.6,-10.8,0.049,0.22,0.18,0.422,0.093,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1938840.0
4686,Al Horford,30.0,208.28,111.13004,1,3,82,15.2,7.3,3.2,4.9,0.062,0.18,0.206,0.565,0.165,2016,85323721,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12000000.0
4687,Al Jefferson,31.0,208.28,131.088088,1,15,47,12.0,6.4,1.5,3.7,0.0559999999999999,0.244,0.245,0.507,0.114,2016,85323721,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13833333.0
4688,Al-Farouq Aminu,25.0,205.74,97.52228,1,8,82,10.2,6.1,1.7,1.5,0.045,0.185,0.1689999999999999,0.5329999999999999,0.087,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,7500000.0
4689,Alan Anderson,33.0,198.12,99.79024,3,61,13,5.0,2.1,1.1,5.4,0.006,0.149,0.157,0.495,0.1119999999999999,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4000000.0
4690,Alec Burks,24.0,198.12,97.068688,1,12,31,13.3,3.5,2.0,-2.0,0.023,0.139,0.251,0.52,0.14,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,9213484.0
4691,Alex Len,23.0,215.9,117.93392,1,5,78,9.0,7.6,1.2,-7.8,0.103,0.248,0.204,0.482,0.087,2016,85323721,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3807120.0
4692,Alex Stepheson,28.0,208.28,122.46984,3,61,8,2.8,3.5,0.3,-3.8,0.2019999999999999,0.122,0.17,0.341,0.053,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30888.0
4693,Brook Lopez,28.0,213.36,124.7378,1,10,73,20.6,7.8,2.0,-3.7,0.094,0.1669999999999999,0.276,0.562,0.106,2016,85323721,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20000000.0
4694,Alexis Ajinca,28.0,218.44,112.490816,1,20,59,6.0,4.6,0.5,-3.0,0.094,0.257,0.206,0.514,0.059,2016,85323721,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,4300000.0
4695,Alonzo Gee,29.0,198.12,102.0582,3,61,73,4.5,3.4,1.0,-4.0,0.039,0.126,0.092,0.5720000000000001,0.063,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1375000.0
4696,Amar'e Stoudemire,33.0,208.28,111.13004,1,9,52,5.8,4.3,0.5,1.8,0.1009999999999999,0.2289999999999999,0.18,0.599,0.054,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1499187.0
4697,Amir Johnson,29.0,205.74,108.86208,2,56,79,7.3,6.4,1.7,4.6,0.104,0.1939999999999999,0.1369999999999999,0.602,0.11,2016,85323721,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12000000.0
4698,Anderson Varejao,33.0,210.82,123.830616,2,30,53,2.6,2.7,0.7,-0.5,0.079,0.23,0.147,0.473,0.102,2016,85323721,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,458575.0
4699,Andre Drummond,22.0,210.82,126.552168,1,9,81,16.2,14.8,0.8,2.0,0.153,0.3429999999999999,0.24,0.499,0.042,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3272091.0
4700,Andre Iguodala,32.0,198.12,97.52228,1,9,65,7.0,4.0,3.4,14.4,0.034,0.127,0.12,0.565,0.165,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11710456.0
4701,Andre Miller,40.0,190.5,90.7184,1,8,39,3.7,1.3,2.2,5.1,0.036,0.1009999999999999,0.162,0.6,0.276,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,396844.0
4702,Andre Roberson,24.0,200.66,95.25432,1,26,70,4.8,3.6,0.7,9.4,0.06,0.113,0.093,0.5660000000000001,0.039,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1210800.0
4703,Andrea Bargnani,30.0,213.36,111.13004,1,1,46,6.6,2.1,0.4,-15.7,0.047,0.135,0.2339999999999999,0.5,0.051,2016,85323721,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1039298.0
4704,Andrew Bogut,31.0,213.36,117.93392,1,1,70,5.4,7.0,2.3,14.2,0.094,0.252,0.1159999999999999,0.623,0.145,2016,85323721,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12000000.0
4705,Andrew Goudelock,27.0,190.5,90.7184,2,46,8,2.8,0.3,0.5,13.6,0.024,0.015,0.243,0.506,0.118,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,200600.0
4706,Andrew Nicholson,26.0,205.74,113.398,1,19,56,6.9,3.6,0.4,1.2,0.045,0.216,0.209,0.5670000000000001,0.05,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2380594.0
