,player_name,age,player_height,player_weight,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,salary_cap,africa,asia,australia_oceania,europe,north_america,south_america,ATL,BKN,BOS,CHA,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHX,POR,SAC,SAS,TOR,UTA,WAS,experience,salary
4519,Jeremy Evans,27.0,205.74,90.7184,2,55,38,2.4,1.9,0.3,6.2,0.118,0.177,0.131,0.636,0.084,2015,77841847,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1794871.0
4520,Jerel McNeal,28.0,190.5,90.7184,3,61,6,1.5,0.5,0.3,-7.1,0.0,0.107,0.217,0.379,0.118,2015,77841847,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29843.0
4521,Jerami Grant,21.0,203.2,95.25432,2,39,65,6.3,3.0,1.2,-6.0,0.037,0.12,0.1639999999999999,0.47,0.095,2015,77841847,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,884879.0
4522,Jeffery Taylor,26.0,200.66,102.0582,2,31,29,4.4,1.8,0.8,-13.6,0.034,0.104,0.165,0.481,0.093,2015,77841847,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,915243.0
4523,Jeff Withey,25.0,213.36,100.697424,2,39,37,2.6,1.7,0.3,-5.4,0.1009999999999999,0.1969999999999999,0.175,0.57,0.07,2015,77841847,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,816482.0
4524,Jeff Teague,27.0,187.96,82.10015200000001,1,19,73,15.9,2.5,7.0,8.6,0.016,0.076,0.25,0.5660000000000001,0.367,2015,77841847,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8000000.0
4525,Jeff Green,28.0,205.74,106.59412,1,5,78,15.0,4.2,1.7,-3.2,0.0289999999999999,0.122,0.221,0.534,0.089,2015,77841847,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9445000.0
4526,Jeff Ayres,28.0,205.74,113.398,2,31,51,2.7,2.3,0.3,-7.9,0.105,0.24,0.161,0.618,0.061,2015,77841847,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1828750.0
4527,Jeff Adrien,29.0,201.0,111.0,3,61,17,3.5,4.5,0.9,-4.8,0.107,0.278,0.1369999999999999,0.494,0.104,2015,77841847,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,981084.0
4528,Jason Thompson,28.0,210.82,113.398,1,12,81,6.1,6.5,1.0,-4.8,0.0819999999999999,0.22,0.129,0.5,0.063,2015,77841847,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,6037500.0
4529,Jason Terry,37.0,187.96,83.91452,1,10,77,7.0,1.6,1.9,3.7,0.01,0.07,0.142,0.579,0.139,2015,77841847,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5850313.0
4530,Jason Smith,29.0,213.36,111.13004,1,20,82,8.0,4.0,1.7,-13.4,0.062,0.152,0.196,0.497,0.134,2015,77841847,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,3278000.0
4531,Jason Richardson,34.0,198.12,102.0582,1,5,19,9.1,3.5,2.0,-8.0,0.03,0.142,0.218,0.4579999999999999,0.171,2015,77841847,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,6601125.0
4532,Jason Maxiell,32.0,200.66,117.93392,1,26,61,3.3,3.3,0.3,-8.6,0.1,0.146,0.128,0.455,0.036,2015,77841847,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1316809.0
4533,Jarrett Jack,31.0,190.5,90.7184,1,22,80,12.0,3.1,4.7,-7.8,0.01,0.111,0.225,0.522,0.286,2015,77841847,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6300000.0
4534,Jarnell Stokes,21.0,205.74,119.294696,2,35,19,3.0,1.8,0.2,5.1,0.133,0.154,0.193,0.578,0.053,2015,77841847,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,725000.0
4535,Jared Sullinger,23.0,205.74,117.93392,1,21,58,13.3,7.6,2.3,-2.9,0.102,0.207,0.2339999999999999,0.503,0.14,2015,77841847,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1424520.0
4536,Jared Dudley,29.0,200.66,102.0582,1,22,72,7.2,3.1,1.8,3.7,0.03,0.113,0.1369999999999999,0.5720000000000001,0.115,2015,77841847,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4250000.0
4538,Jannero Pargo,35.0,185.42,83.91452,3,61,9,4.6,0.3,0.9,-3.6,0.0,0.045,0.248,0.5710000000000001,0.216,2015,77841847,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1448490.0
4539,James Young,19.0,198.12,97.52228,1,17,31,3.4,1.4,0.4,-2.9,0.027,0.11,0.153,0.457,0.059,2015,77841847,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1674480.0
4540,James Michael McAdoo,22.0,205.74,104.32616,3,61,15,4.1,2.5,0.1,10.2,0.115,0.173,0.196,0.564,0.02,2015,77841847,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167122.0
4541,James Johnson,28.0,205.74,113.398,1,16,70,7.9,3.7,1.4,7.0,0.052,0.163,0.174,0.617,0.114,2015,77841847,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2500000.0
4542,Timofey Mozgov,28.0,215.9,113.398,3,61,81,9.7,7.3,0.7,4.8,0.1119999999999999,0.207,0.1669999999999999,0.594,0.04,2015,77841847,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4650000.0
4543,Hollis Thompson,25.0,203.2,93.439952,3,61,77,9.8,3.5,1.3,-8.4,0.026,0.113,0.161,0.525,0.072,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,947276.0
4544,Zach Randolph,34.0,205.74,117.93392,1,19,68,15.3,7.8,2.1,-2.0,0.1,0.21,0.247,0.519,0.125,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9638555.0
4545,Gary Harris,21.0,193.04,95.25432,1,19,76,12.3,2.9,1.9,-5.1,0.024,0.077,0.163,0.5660000000000001,0.093,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1587480.0
4546,Gary Neal,31.0,193.04,95.25432,3,61,40,9.8,2.1,1.2,-9.0,0.015,0.108,0.211,0.5579999999999999,0.099,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2100000.0
4547,George Hill,30.0,190.5,85.275296,1,26,74,12.1,4.0,3.5,2.5,0.026,0.105,0.16,0.555,0.157,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8000000.0
4548,Gerald Green,30.0,200.66,92.98636,1,18,69,8.9,2.4,0.8,1.3,0.019,0.096,0.198,0.491,0.057,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1356000.0
4549,Gerald Henderson,28.0,195.58,97.52228,1,12,72,8.7,2.9,1.0,1.6,0.023,0.1369999999999999,0.203,0.526,0.084,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,6000000.0
4550,Giannis Antetokounmpo,21.0,210.82,100.697424,1,15,80,16.9,7.7,4.3,-2.6,0.047,0.2019999999999999,0.223,0.5660000000000001,0.195,2016,85323721,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1953960.0
4552,Goran Dragic,30.0,190.5,86.18248,2,45,72,14.1,3.8,5.8,4.1,0.026,0.1009999999999999,0.215,0.537,0.276,2016,85323721,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14780000.0
4553,Gordon Hayward,26.0,203.2,102.511792,1,9,80,19.7,5.0,3.7,1.0,0.025,0.135,0.256,0.5589999999999999,0.181,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,15409570.0
4554,Gorgui Dieng,26.0,210.82,109.315672,1,21,82,10.1,7.1,1.7,0.8,0.086,0.222,0.1689999999999999,0.601,0.099,2016,85323721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1474440.0
4555,Greg Monroe,26.0,210.82,120.20188,1,7,79,15.3,8.8,2.3,-2.7,0.109,0.239,0.2339999999999999,0.562,0.128,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16400000.0
4556,Greg Smith,25.0,208.28,113.398,3,61,18,2.4,2.3,0.3,-17.8,0.069,0.186,0.108,0.545,0.049,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,247623.0
4557,Greivis Vasquez,29.0,198.12,98.429464,1,28,23,5.7,2.0,4.0,-8.9,0.012,0.105,0.1889999999999999,0.435,0.32,2016,85323721,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6600000.0
4558,Harrison Barnes,24.0,203.2,102.0582,1,7,66,11.7,4.9,1.8,10.5,0.043,0.127,0.159,0.5589999999999999,0.077,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3873398.0
4559,Hassan Whiteside,27.0,213.36,120.20188,2,33,73,14.2,11.8,0.4,3.0,0.13,0.316,0.205,0.629,0.022,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,981348.0
4560,Henry Sims,26.0,208.28,112.490816,3,61,14,6.5,5.1,0.6,-16.8,0.084,0.23,0.17,0.504,0.054,2016,85323721,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,161622.0
4561,Zaza Pachulia,32.0,210.82,124.7378,2,42,76,8.6,9.4,1.7,0.9,0.1369999999999999,0.262,0.1639999999999999,0.55,0.1009999999999999,2016,85323721,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5200000.0
4562,Ian Mahinmi,29.0,210.82,113.398,1,28,71,9.3,7.1,1.5,4.3,0.084,0.221,0.158,0.603,0.09,2016,85323721,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4000000.0
4563,Iman Shumpert,26.0,195.58,99.79024,1,17,54,5.8,3.8,1.7,7.8,0.0279999999999999,0.143,0.133,0.475,0.1,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9000000.0
4564,Isaiah Canaan,25.0,182.88,91.171992,2,34,77,11.0,2.3,1.8,-12.6,0.01,0.09,0.198,0.528,0.12,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,947276.0
4565,Isaiah Thomas,27.0,175.26,83.91452,2,60,82,22.2,3.0,6.2,3.7,0.018,0.08,0.293,0.562,0.312,2016,85323721,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6912869.0
4566,Frank Kaminsky,23.0,213.36,108.86208,1,9,81,7.5,4.1,1.2,-0.4,0.044,0.171,0.17,0.513,0.095,2016,85323721,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2612500.0
4567,Festus Ezeli,26.0,210.82,120.20188,1,30,46,7.0,5.6,0.7,14.3,0.141,0.2239999999999999,0.18,0.5589999999999999,0.06,2016,85323721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2008748.0
4568,Evan Turner,27.0,200.66,99.79024,1,2,81,10.5,4.9,4.4,1.8,0.023,0.165,0.187,0.513,0.247,2016,85323721,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3425510.0
4569,Evan Fournier,23.0,200.66,92.98636,1,20,79,15.4,2.8,2.7,-3.7,0.0139999999999999,0.085,0.203,0.5870000000000001,0.128,2016,85323721,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2288205.0
4570,Dion Waiters,24.0,193.04,99.79024,1,4,78,9.8,2.6,2.0,3.7,0.019,0.0819999999999999,0.176,0.492,0.103,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,5138430.0
4571,Dirk Nowitzki,38.0,213.36,111.13004,1,9,75,18.3,6.5,1.8,3.6,0.025,0.2019999999999999,0.255,0.555,0.096,2016,85323721,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8333334.0
4572,Donald Sloan,28.0,190.5,92.98636,3,61,61,7.0,2.8,4.4,-5.1,0.015,0.131,0.165,0.536,0.293,2016,85323721,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1015421.0
4573,Donatas Motiejunas,25.0,213.36,100.697424,1,20,37,6.2,2.9,1.1,4.6,0.077,0.14,0.217,0.504,0.1159999999999999,2016,85323721,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2288205.0
4574,Doug McDermott,24.0,203.2,102.0582,1,11,81,9.4,2.4,0.7,-3.7,0.021,0.09,0.171,0.561,0.049,2016,85323721,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2380440.0
4575,Draymond Green,26.0,200.66,104.32616,2,35,81,14.0,9.5,7.4,18.9,0.0559999999999999,0.222,0.186,0.5870000000000001,0.2769999999999999,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14300000.0
4576,Drew Gooden,34.0,208.28,113.398,1,4,30,2.7,2.8,0.4,-12.0,0.093,0.2339999999999999,0.174,0.376,0.066,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,3300000.0
4577,Duje Dukan,24.0,205.74,99.79024,3,61,1,6.0,4.0,1.0,-18.1,0.063,0.08,0.16,0.3,0.067,2016,85323721,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,525093.0
4578,Dwight Howard,30.0,210.82,120.20188,1,1,71,13.7,11.8,1.4,0.2,0.1169999999999999,0.293,0.187,0.604,0.071,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22359364.0
4579,Dwight Powell,24.0,210.82,108.86208,2,45,69,5.8,4.0,0.6,-1.0,0.091,0.214,0.182,0.557,0.077,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,845059.0
4580,Dwyane Wade,34.0,193.04,99.79024,1,5,74,19.0,4.1,4.6,1.0,0.042,0.108,0.315,0.517,0.267,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20000000.0
4582,E'Twaun Moore,27.0,193.04,86.636072,2,55,59,7.5,2.3,1.7,-1.0,0.017,0.092,0.16,0.5479999999999999,0.118,2016,85323721,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1015421.0
4584,Elfrid Payton,22.0,193.04,83.91452,1,10,73,10.7,3.6,6.4,-2.1,0.038,0.096,0.201,0.478,0.317,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2505720.0
4585,Elijah Millsap,28.0,198.12,102.0582,3,61,20,1.8,1.8,1.0,6.6,0.038,0.179,0.146,0.384,0.1639999999999999,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,362878.0
4586,Elliot Williams,27.0,196.0,86.0,1,22,5,1.6,0.8,0.8,-0.6,0.026,0.079,0.1369999999999999,0.34,0.143,2016,85323721,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,80000.0
4587,Elton Brand,37.0,205.74,115.212368,1,1,17,4.1,3.7,1.1,-5.6,0.036,0.245,0.174,0.461,0.142,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,890693.0
4588,Emmanuel Mudiay,20.0,195.58,90.7184,1,7,68,12.8,3.4,5.5,-3.7,0.017,0.107,0.253,0.437,0.281,2016,85323721,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3102240.0
4589,Enes Kanter,24.0,210.82,111.13004,1,3,82,12.7,8.1,0.4,2.7,0.168,0.256,0.2339999999999999,0.626,0.032,2016,85323721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,16400000.0
4590,Eric Bledsoe,26.0,185.42,86.18248,1,18,31,20.4,4.0,6.1,-2.2,0.018,0.1119999999999999,0.273,0.557,0.298,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,13086957.0
4591,Eric Gordon,27.0,193.04,97.52228,1,7,45,15.2,2.2,2.7,-2.6,0.008,0.067,0.205,0.565,0.129,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,15514031.0
4592,Erick Green,25.0,193.04,83.91452,2,46,9,1.4,0.7,0.3,-1.5,0.086,0.115,0.151,0.4679999999999999,0.107,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100000.0
4593,Ersan Ilyasova,29.0,208.28,106.59412,2,36,74,10.4,5.4,0.9,-4.3,0.078,0.1669999999999999,0.182,0.526,0.055,2016,85323721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,7900000.0
4594,Ed Davis,27.0,208.28,108.86208,1,13,81,6.5,7.4,1.1,1.4,0.142,0.239,0.128,0.616,0.078,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,7000000.0
4598,Jeremy Evans,28.0,205.74,90.7184,2,55,30,2.4,1.8,0.1,-4.5,0.047,0.1669999999999999,0.1159999999999999,0.62,0.013,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1100602.0
4599,Jeremy Lamb,24.0,195.58,83.91452,1,12,66,8.8,3.8,1.2,5.9,0.039,0.18,0.2189999999999999,0.529,0.111,2016,85323721,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3034356.0
4600,Jerian Grant,23.0,193.04,88.45044,1,19,76,5.6,1.9,2.3,-6.4,0.02,0.105,0.1889999999999999,0.479,0.236,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1572360.0
4601,Jerryd Bayless,27.0,190.5,90.7184,1,11,52,10.4,2.7,3.1,-4.9,0.016,0.092,0.1669999999999999,0.568,0.168,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3000000.0
4602,Jimmer Fredette,27.0,187.96,88.45044,1,10,6,1.5,0.0,0.2,-71.1,0.0,0.0,0.242,0.625,0.5,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,507711.0
4603,Jimmy Butler,26.0,200.66,99.79024,1,30,67,20.9,5.3,4.8,-0.8,0.035,0.1159999999999999,0.245,0.562,0.218,2016,85323721,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15260000.0
4604,Joakim Noah,31.0,210.82,105.233344,1,9,29,4.3,8.8,3.8,-0.2,0.14,0.266,0.139,0.406,0.256,2016,85323721,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13400000.0
4605,Jodie Meeks,28.0,193.04,95.25432,2,41,3,7.3,1.7,1.0,12.4,0.026,0.103,0.243,0.506,0.143,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6270000.0
4607,Joe Johnson,35.0,200.66,108.86208,1,10,81,12.2,3.6,3.9,-1.1,0.021,0.1009999999999999,0.18,0.5379999999999999,0.172,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,414481.0
4608,Jerami Grant,22.0,203.2,95.25432,2,39,77,9.7,4.7,1.8,-9.1,0.051,0.139,0.183,0.506,0.106,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,845059.0
4610,Joffrey Lauvergne,24.0,210.82,99.79024,2,55,59,7.9,4.9,0.9,-9.7,0.083,0.2319999999999999,0.1989999999999999,0.5670000000000001,0.093,2016,85323721,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1709720.0
4611,John Henson,25.0,210.82,103.872568,1,14,57,7.0,3.9,0.9,-4.8,0.105,0.152,0.192,0.58,0.096,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2943221.0
4612,John Jenkins,25.0,193.04,97.52228,1,23,43,4.1,1.3,0.8,-6.6,0.017,0.102,0.174,0.522,0.111,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,981000.0
4613,John Wall,25.0,193.04,88.45044,1,1,77,19.9,4.9,10.2,0.7,0.017,0.138,0.284,0.51,0.449,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,15851950.0
4615,Jon Leuer,27.0,208.28,103.418976,2,40,67,8.5,5.6,1.1,-3.0,0.065,0.259,0.1989999999999999,0.555,0.09,2016,85323721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1035000.0
